[1] авария | 名词 | 单数:主格 авария,属格 аварии,与格 аварии,宾格 аварию,工具格 аварией,前格 об аварии;复数:主格 аварии,属格 аварий,与格 авариям,宾格 аварии,工具格 авариями,前格 об авариях
[256] дирижер | 名词 | 单数:主格 дирижёр,属格 дирижёра,与格 дирижёру,宾格 дирижёра,工具格 дирижёром,前格 о дирижёре;复数:主格 дирижёры,属格 дирижёров,与格 дирижёрам,宾格 дирижёров,工具格 дирижёрами,前格 о дирижёрах
[257] дискотека | 名词 | 单数:主格 дискотека,属格 дискотеки,与格 дискотеке,宾格 дискотеку,工具格 дискотекой,前格 о дискотеке;复数:主格 дискотеки,属格 дискотек,与格 дискотекам,宾格 дискотеки,工具格 дискотеками,前格 о дискотеках
[258] дискуссия | 名词 | 单数:主格 дискуссия,属格 дискуссии,与格 дискуссии,宾格 дискуссию,工具格 дискуссией,前格 о дискуссии;复数:主格 дискуссии,属格 дискуссий,与格 дискуссиям,宾格 дискуссии,工具格 дискуссиями,前格 о дискуссиях
[259] дно | 名词 | 单数:主格 дно,属格 дна,与格 дну,宾格 дно,工具格 дном,前格 о дне;复数:主格 донья,属格 доньев,与格 доньям,宾格 донья,工具格 доньями,前格 о доньях
[260] доброта | 名词 | 单数:主格 доброта,属格 доброты,与格 доброте,宾格 доброту,工具格 добротой,前格 о доброте;复数:主格 доброты,属格 доброт,与格 добротам,宾格 доброты,工具格 добротами,前格 о добротах
[261] доверие | 名词 | 单数:主格 доверие,属格 доверия,与格 доверию,宾格 доверие,工具格 доверием,前格 о доверии;复数:主格 доверия,属格 доверий,与格 довериям,宾格 доверия,工具格 довериями,前格 о довериях
[262] доклад | 名词 | 单数:主格 доклад,属格 доклада,与格 докладу,宾格 доклад,工具格 докладом,前格 о докладе;复数:主格 доклады,属格 докладов,与格 докладам,宾格 доклады,工具格 докладами,前格 о докладах
[263] долг | 名词 | 单数:主格 долг,属格 долга,与格 долгу,宾格 долг,工具格 долгом,前格 о долге;复数:主格 долги,属格 долгов,与格 долгам,宾格 долги,工具格 долгами,前格 о долгах
[264] должность | 名词 | 单数:主格 должность,属格 должности,与格 должности,宾格 должность,工具格 должностью,前格 о должности;复数:主格 должности,属格 должностей,与格 должностям,宾格 должности,工具格 должностями,前格 о должностях
[265] домохозяйка | 名词 | 单数:主格 домохозяйка,属格 домохозяйки,与格 домохозяйке,宾格 домохозяйку,工具格 домохозяйкой,前格 о домохозяйке;复数:主格 домохозяйки,属格 домохозяек,与格 домохозяйкам,宾格 домохозяек,工具格 домохозяйками,前格 о домохозяйках
[266] дорога | 名词 | 单数:主格 дорога,属格 дороги,与格 дороге,宾格 дорогу,工具格 дорогой,前格 о дороге;复数:主格 дороги,属格 дорог,与格 дорогам,宾格 дороги,工具格 дорогами,前格 о дорогах
[267] достижение | 名词 | 单数:主格 достижение,属格 достижения,与格 достижению,宾格 достижение,工具格 достижением,前格 о достижении;复数:主格 достижения,属格 достижений,与格 достижениям,宾格 достижения,工具格 достижениями,前格 о достижениях
[268] достоинство | 名词 | 单数:主格 достоинство,属格 достоинства,与格 достоинству,宾格 достоинство,工具格 достоинством,前格 о достоинстве;复数:主格 достоинства,属格 достоинств,与格 достоинствам,宾格 достоинства,工具格 достоинствами,前格 о достоинствах
[269] достопримечательность | 名词 | 单数:主格 достопримечательность,属格 достопримечательности,与格 достопримечательности,宾格 достопримечательность,工具格 достопримечательностью,前格 о достопримечательности;复数:主格 достопримечательности,属格 достопримечательностей,与格 достопримечательностям,宾格 достопримечательности,工具格 достопримечательностями,前格 о достопримечательностях
[270] доход | 名词 | 单数:主格 доход,属格 дохода,与格 доходу,宾格 доход,工具格 доходом,前格 о доходе;复数:主格 доходы,属格 доходов,与格 доходам,宾格 доходы,工具格 доходами,前格 о доходах
[271] дочь | 名词 | 单数:主格 дочь,属格 дочери,与格 дочери,宾格 дочь,工具格 дочерью,前格 о дочери;复数:主格 дочери,属格 дочерей,与格 дочерям,宾格 дочерей,工具格 дочерьми,前格 о дочерях
[272] драма | 名词 | 单数:主格 драма,属格 драмы,与格 драме,宾格 драму,工具格 драмой,前格 о драме;复数:主格 драмы,属格 драм,与格 драмам,宾格 драмы,工具格 драмами,前格 о драмах
[273] древность | 名词 | 单数:主格 древность,属格 древности,与格 древности,宾格 древность,工具格 древностью,前格 о древности;复数:主格 древности,属格 древностей,与格 древностям,宾格 древности,工具格 древностями,前格 о древностях
[274] друг | 名词 | 单数:主格 друг,属格 друга,与格 другу,宾格 друга,工具格 другом,前格 о друге;复数:主格 друзья,属格 друзей,与格 друзьям,宾格 друзей,工具格 друзьями,前格 о друзьях
[275] дуб | 名词 | 单数:主格 дуб,属格 дуба,与格 дубу,宾格 дуб,工具格 дубом,前格 о дубе;复数:主格 дубы,属格 дубов,与格 дубам,宾格 дубы,工具格 дубами,前格 о дубах
[276] дума | 名词 | 单数:主格 дума,属格 думы,与格 думе,宾格 думу,工具格 думой,前格 о думе;复数:主格 думы,属格 дум,与格 думам,宾格 думы,工具格 думами,前格 о думах
[277] душа | 名词 | 单数:主格 душа,属格 души,与格 душе,宾格 душу,工具格 душой,前格 о душе;复数:主格 души,属格 душ,与格 душам,宾格 души,工具格 душами,前格 о душах
[278] дым | 名词 | 单数:主格 дым,属格 дыма,与格 дыму,宾格 дым,工具格 дымом,前格 о дыме;复数:主格 дымы,属格 дымов,与格 дымам,宾格 дымы,工具格 дымами,前格 о дымах
[279] дыра | 名词 | 单数:主格 дыра,属格 дыры,与格 дыре,宾格 дыру,工具格 дырой,前格 о дыре;复数:主格 дыры,属格 дыр,与格 дырам,宾格 дыры,工具格 дырами,前格 о дырах
[280] дядя | 名词 | 单数:主格 дядя,属格 дяди,与格 дяде,宾格 дядю,工具格 дядей,前格 о дяде;复数:主格 дяди,属格 дядей,与格 дядям,宾格 дядей,工具格 дядями,前格 о дядях
[281] еда | 名词 | 单数:主格 еда,属格 еды,与格 еде,宾格 еду,工具格 едой,前格 об еде;复数:主格 еда,属格 еда,与格 еда,宾格 еда,工具格 еда,前格 об еда
[282] единомышленник | 名词 | 单数:主格 единомышленник,属格 единомышленника,与格 единомышленнику,宾格 единомышленника,工具格 единомышленником,前格 об единомышленнике;复数:主格 единомышленники,属格 единомышленников,与格 единомышленникам,宾格 единомышленников,工具格 единомышленниками,前格 об единомышленниках
[283] елка | 名词 | 单数:主格 ёлка,属格 ёлки,与格 ёлке,宾格 ёлку,工具格 ёлкой,前格 об ёлке;复数:主格 ёлки,属格 ёлок,与格 ёлкам,宾格 ёлки,工具格 ёлками,前格 об ёлках
[284] ель | 名词 | 单数:主格 ель,属格 ели,与格 ели,宾格 ель,工具格 елью,前格 об ели;复数:主格 ели,属格 елей,与格 елям,宾格 ели,工具格 елями,前格 об елях
[285] жара | 名词 | 单数:主格 жара,属格 жары,与格 жаре,宾格 жару,工具格 жарой,前格 о жаре;复数:主格 жара,属格 жара,与格 жара,宾格 жара,工具格 жара,前格 о жара
[286] жаркое | 名词 | 单数:主格 жаркое,属格 жаркого,与格 жаркому,宾格 жаркое,工具格 жарким,前格 о жарком;复数:主格 жаркие,属格 жарких,与格 жарким,宾格 жаркие,工具格 жаркими,前格 о жарких
[287] жених | 名词 | 单数:主格 жених,属格 жениха,与格 жениху,宾格 жениха,工具格 женихом,前格 о женихе;复数:主格 женихи,属格 женихов,与格 женихам,宾格 женихов,工具格 женихами,前格 о женихах
[288] женщина | 名词 | 单数:主格 женщина,属格 женщины,与格 женщине,宾格 женщину,工具格 женщиной,前格 о женщине;复数:主格 женщины,属格 женщин,与格 женщинам,宾格 женщин,工具格 женщинами,前格 о женщинах
[289] жест | 名词 | 单数:主格 жест,属格 жеста,与格 жесту,宾格 жест,工具格 жестом,前格 о жесте;复数:主格 жесты,属格 жестов,与格 жестам,宾格 жесты,工具格 жестами,前格 о жестах
[290] животное | 名词 | 单数:主格 животное,属格 животного,与格 животному,宾格 животное,工具格 животным,前格 о животном;复数:主格 животные,属格 животных,与格 животным,宾格 животных,工具格 животными,前格 о животных
[291] жидкость | 名词 | 单数:主格 жидкость,属格 жидкости,与格 жидкости,宾格 жидкость,工具格 жидкостью,前格 о жидкости;复数:主格 жидкости,属格 жидкостей,与格 жидкостям,宾格 жидкости,工具格 жидкостями,前格 о жидкостях
[292] жизнь | 名词 | 单数:主格 жизнь,属格 жизни,与格 жизни,宾格 жизнь,工具格 жизнью,前格 о жизни;复数:主格 жизни,属格 жизней,与格 жизням,宾格 жизни,工具格 жизнями,前格 о жизнях
[293] жилье | 名词 | 单数:主格 жильё,属格 жилья,与格 жилью,宾格 жильё,工具格 жильём,前格 о жилье;复数:主格 жилье,属格 жилье,与格 жилье,宾格 жилье,工具格 жилье,前格 о жилье
[294] житель | 名词 | 单数:主格 житель,属格 жителя,与格 жителю,宾格 жителя,工具格 жителем,前格 о жителе;复数:主格 жители,属格 жителей,与格 жителям,宾格 жителей,工具格 жителями,前格 о жителях
[295] жительство | 名词 | 单数:主格 жительство,属格 жительства,与格 жительству,宾格 жительство,工具格 жительством,前格 о жительстве;复数:主格 жительства,属格 жительств,与格 жительствам,宾格 жительства,工具格 жительствами,前格 о жительствах
[296] журнал | 名词 | 单数:主格 журнал,属格 журнала,与格 журналу,宾格 журнал,工具格 журналом,前格 о журнале;复数:主格 журналы,属格 журналов,与格 журналам,宾格 журналы,工具格 журналами,前格 о журналах
[297] журналист | 名词 | 单数:主格 журналист,属格 журналиста,与格 журналисту,宾格 журналиста,工具格 журналистом,前格 о журналисте;复数:主格 журналисты,属格 журналистов,与格 журналистам,宾格 журналистов,工具格 журналистами,前格 о журналистах
[298] журналистика | 名词 | 单数:主格 журналистика,属格 журналистики,与格 журналистике,宾格 журналистику,工具格 журналистикой,前格 о журналистике;复数:主格 журналистики,属格 журналистик,与格 журналистикам,宾格 журналистики,工具格 журналистиками,前格 о журналистиках
[299] жюри | 名词 | 单数:主格 жюри,属格 жюри,与格 жюри,宾格 жюри,工具格 жюри,前格 о жюри;复数:主格 жюри,属格 жюри,与格 жюри,宾格 жюри,工具格 жюри,前格 о жюри
[300] заведение | 名词 | 单数:主格 заведение,属格 заведения,与格 заведению,宾格 заведение,工具格 заведением,前格 о заведении;复数:主格 заведения,属格 заведений,与格 заведениям,宾格 заведения,工具格 заведениями,前格 о заведениях
[301] зависть | 名词 | 单数:主格 зависть,属格 зависти,与格 зависти,宾格 зависть,工具格 завистью,前格 о зависти;复数:主格 зависти,属格 завистей,与格 завистям,宾格 зависти,工具格 завистями,前格 о завистях
[302] загадка | 名词 | 单数:主格 загадка,属格 загадки,与格 загадке,宾格 загадку,工具格 загадкой,前格 о загадке;复数:主格 загадки,属格 загадок,与格 загадкам,宾格 загадки,工具格 загадками,前格 о загадках
[303] заголовок | 名词 | 单数:主格 заголовок,属格 заголовка,与格 заголовку,宾格 заголовок,工具格 заголовком,前格 о заголовке;复数:主格 заголовки,属格 заголовков,与格 заголовкам,宾格 заголовки,工具格 заголовками,前格 о заголовках
[304] задание | 名词 | 单数:主格 задание,属格 задания,与格 заданию,宾格 задание,工具格 заданием,前格 о задании;复数:主格 задания,属格 заданий,与格 заданиям,宾格 задания,工具格 заданиями,前格 о заданиях
[305] закат | 名词 | 单数:主格 закат,属格 заката,与格 закату,宾格 закат,工具格 закатом,前格 о закате;复数:主格 закаты,属格 закатов,与格 закатам,宾格 закаты,工具格 закатами,前格 о закатах
[306] заключение | 名词 | 单数:主格 заключение,属格 заключения,与格 заключению,宾格 заключение,工具格 заключением,前格 о заключении;复数:主格 заключения,属格 заключений,与格 заключениям,宾格 заключения,工具格 заключениями,前格 о заключениях
[307] закон | 名词 | 单数:主格 закон,属格 закона,与格 закону,宾格 закон,工具格 законом,前格 о законе;复数:主格 законы,属格 законов,与格 законам,宾格 законы,工具格 законами,前格 о законах
[308] закуска | 名词 | 单数:主格 закуска,属格 закуски,与格 закуске,宾格 закуску,工具格 закуской,前格 о закуске;复数:主格 закуски,属格 закусок,与格 закускам,宾格 закуски,工具格 закусками,前格 о закусках
[309] зал | 名词 | 单数:主格 зал,属格 зала,与格 залу,宾格 зал,工具格 залом,前格 о зале;复数:主格 залы,属格 залов,与格 залам,宾格 залы,工具格 залами,前格 о залах
[310] залив | 名词 | 单数:主格 залив,属格 залива,与格 заливу,宾格 залив,工具格 заливом,前格 о заливе;复数:主格 заливы,属格 заливов,与格 заливам,宾格 заливы,工具格 заливами,前格 о заливах
[311] замена | 名词 | 单数:主格 замена,属格 замены,与格 замене,宾格 замену,工具格 заменой,前格 о замене;复数:主格 замены,属格 замен,与格 заменам,宾格 замены,工具格 заменами,前格 о заменах
[312] заместитель | 名词 | 单数:主格 заместитель,属格 заместителя,与格 заместителю,宾格 заместителя,工具格 заместителем,前格 о заместителе;复数:主格 заместители,属格 заместителей,与格 заместителям,宾格 заместителей,工具格 заместителями,前格 о заместителях
[313] замок | 名词 | 单数:主格 замок,属格 замка,与格 замку,宾格 замок,工具格 замком,前格 о замке;复数:主格 замки,属格 замков,与格 замкам,宾格 замки,工具格 замками,前格 о замках
[314] запад | 名词 | 单数:主格 запад,属格 запада,与格 западу,宾格 запад,工具格 западом,前格 о западе;复数:主格 запады,属格 западов,与格 западам,宾格 запады,工具格 западами,前格 о западах
[315] запись | 名词 | 单数:主格 запись,属格 записи,与格 записи,宾格 запись,工具格 записью,前格 о записи;复数:主格 записи,属格 записей,与格 записям,宾格 записи,工具格 записями,前格 о записях
[316] заседание | 名词 | 单数:主格 заседание,属格 заседания,与格 заседанию,宾格 заседание,工具格 заседанием,前格 о заседании;复数:主格 заседания,属格 заседаний,与格 заседаниям,宾格 заседания,工具格 заседаниями,前格 о заседаниях
[317] заяц | 名词 | 单数:主格 заяц,属格 зайца,与格 зайцу,宾格 зайца,工具格 зайцем,前格 о зайце;复数:主格 зайцы,属格 зайцев,与格 зайцам,宾格 зайцев,工具格 зайцами,前格 о зайцах
[318] зворыкин | 名词 | 单数:主格 зворыкина,属格 зворыкины,与格 зворыкине,宾格 зворыкину,工具格 зворыкиной,前格 о зворыкине;复数:主格 зворыкины,属格 зворыкин,与格 зворыкинам,宾格 зворыкины,工具格 зворыкинами,前格 о зворыкинах
[319] здание | 名词 | 单数:主格 здание,属格 здания,与格 зданию,宾格 здание,工具格 зданием,前格 о здании;复数:主格 здания,属格 зданий,与格 зданиям,宾格 здания,工具格 зданиями,前格 о зданиях
[320] здоровье | 名词 | 单数:主格 здоровье,属格 здоровья,与格 здоровью,宾格 здоровье,工具格 здоровьем,前格 о здоровье;复数:主格 здоровья,属格 здоровий,与格 здоровьям,宾格 здоровья,工具格 здоровьями,前格 о здоровьях
[321] зелень | 名词 | 单数:主格 зелень,属格 зелени,与格 зелени,宾格 зелень,工具格 зеленью,前格 о зелени;复数:主格 зелени,属格 зеленей,与格 зеленям,宾格 зелени,工具格 зеленями,前格 о зеленях
[322] земледелие | 名词 | 单数:主格 земледелие,属格 земледелия,与格 земледелию,宾格 земледелие,工具格 земледелием,前格 о земледелии;复数:主格 земледелия,属格 земледелий,与格 земледелиям,宾格 земледелия,工具格 земледелиями,前格 о земледелиях
[323] земля | 名词 | 单数:主格 земля,属格 земли,与格 земле,宾格 землю,工具格 землёй,前格 о земле;复数:主格 земли,属格 земель,与格 землям,宾格 земли,工具格 землями,前格 о землях
[324] земляк | 名词 | 单数:主格 земляк,属格 земляка,与格 земляку,宾格 земляка,工具格 земляком,前格 о земляке;复数:主格 земляки,属格 земляков,与格 землякам,宾格 земляков,工具格 земляками,前格 о земляках
[325] зеркало | 名词 | 单数:主格 зеркало,属格 зеркала,与格 зеркалу,宾格 зеркало,工具格 зеркалом,前格 о зеркале;复数:主格 зеркала,属格 зеркал,与格 зеркалам,宾格 зеркала,工具格 зеркалами,前格 о зеркалах
[326] зима | 名词 | 单数:主格 зима,属格 зимы,与格 зиме,宾格 зиму,工具格 зимой,前格 о зиме;复数:主格 зимы,属格 зим,与格 зимам,宾格 зимы,工具格 зимами,前格 о зимах
[327] знак | 名词 | 单数:主格 знак,属格 знака,与格 знаку,宾格 знак,工具格 знаком,前格 о знаке;复数:主格 знаки,属格 знаков,与格 знакам,宾格 знаки,工具格 знаками,前格 о знаках
[328] знание | 名词 | 单数:主格 знание,属格 знания,与格 знанию,宾格 знание,工具格 знанием,前格 о знании;复数:主格 знания,属格 знаний,与格 знаниям,宾格 знания,工具格 знаниями,前格 о знаниях
[329] знать | 动词 | 现在时:я знаю,ты знаешь,он/она знает,мы знаем,вы знаете,они знают;过去时:знал,знала,знало,знали
[330] значение | 名词 | 单数:主格 значение,属格 значения,与格 значению,宾格 значение,工具格 значением,前格 о значении;复数:主格 значения,属格 значений,与格 значениям,宾格 значения,工具格 значениями,前格 о значениях
[331] золото | 名词 | 单数:主格 золото,属格 золота,与格 золоту,宾格 золото,工具格 золотом,前格 о золоте;复数:主格 золото,属格 золото,与格 золото,宾格 золото,工具格 золото,前格 о золото
[332] зонт | 名词 | 单数:主格 зонт,属格 зонта,与格 зонту,宾格 зонт,工具格 зонтом,前格 о зонте;复数:主格 зонты,属格 зонтов,与格 зонтам,宾格 зонты,工具格 зонтами,前格 о зонтах
[333] зрение | 名词 | 单数:主格 зрение,属格 зрения,与格 зрению,宾格 зрение,工具格 зрением,前格 о зрении;复数:主格 зрения,属格 зрений,与格 зрениям,宾格 зрения,工具格 зрениями,前格 о зрениях
[334] зритель | 名词 | 单数:主格 зритель,属格 зрителя,与格 зрителю,宾格 зрителя,工具格 зрителем,前格 о зрителе;复数:主格 зрители,属格 зрителей,与格 зрителям,宾格 зрителей,工具格 зрителями,前格 о зрителях
[335] иван | 名词 | 单数:主格 иван,属格 ивана,与格 ивану,宾格 ивана,工具格 иваном,前格 об иване;复数:主格 иваны,属格 иванов,与格 иванам,宾格 иванов,工具格 иванами,前格 об иванах
[336] иванов | 名词 | 单数:主格 иванов,属格 иванова,与格 иванову,宾格 иванова,工具格 ивановым,前格 об иванове;复数:主格 ивановы,属格 ивановых,与格 ивановым,宾格 ивановых,工具格 ивановыми,前格 об ивановых
[337] игрушка | 名词 | 单数:主格 игрушка,属格 игрушки,与格 игрушке,宾格 игрушку,工具格 игрушкой,前格 об игрушке;复数:主格 игрушки,属格 игрушек,与格 игрушкам,宾格 игрушки,工具格 игрушками,前格 об игрушках
[338] идея | 名词 | 单数:主格 идея,属格 идеи,与格 идее,宾格 идею,工具格 идеей,前格 об идее;复数:主格 идеи,属格 идей,与格 идеям,宾格 идеи,工具格 идеями,前格 об идеях
[339] изба | 名词 | 单数:主格 изба,属格 избы,与格 избе,宾格 избу,工具格 избой,前格 об избе;复数:主格 избы,属格 изб,与格 избам,宾格 избы,工具格 избами,前格 об избах
[340] избиратель | 名词 | 单数:主格 избиратель,属格 избирателя,与格 избирателю,宾格 избирателя,工具格 избирателем,前格 об избирателе;复数:主格 избиратели,属格 избирателей,与格 избирателям,宾格 избирателей,工具格 избирателями,前格 об избирателях
[341] издательство | 名词 | 单数:主格 издательство,属格 издательства,与格 издательству,宾格 издательство,工具格 издательством,前格 об издательстве;复数:主格 издательства,属格 издательств,与格 издательствам,宾格 издательства,工具格 издательствами,前格 об издательствах
[342] изменение | 名词 | 单数:主格 изменение,属格 изменения,与格 изменению,宾格 изменение,工具格 изменением,前格 об изменении;复数:主格 изменения,属格 изменений,与格 изменениям,宾格 изменения,工具格 изменениями,前格 об изменениях
[343] изображение | 名词 | 单数:主格 изображение,属格 изображения,与格 изображению,宾格 изображение,工具格 изображением,前格 об изображении;复数:主格 изображения,属格 изображений,与格 изображениям,宾格 изображения,工具格 изображениями,前格 об изображениях
[344] изобретатель | 名词 | 单数:主格 изобретатель,属格 изобретателя,与格 изобретателю,宾格 изобретателя,工具格 изобретателем,前格 об изобретателе;复数:主格 изобретатели,属格 изобретателей,与格 изобретателям,宾格 изобретателей,工具格 изобретателями,前格 об изобретателях
[345] изобретение | 名词 | 单数:主格 изобретение,属格 изобретения,与格 изобретению,宾格 изобретение,工具格 изобретением,前格 об изобретении;复数:主格 изобретения,属格 изобретений,与格 изобретениям,宾格 изобретения,工具格 изобретениями,前格 об изобретениях
[346] икона | 名词 | 单数:主格 икона,属格 иконы,与格 иконе,宾格 икону,工具格 иконой,前格 об иконе;复数:主格 иконы,属格 икон,与格 иконам,宾格 иконы,工具格 иконами,前格 об иконах
[347] имидж | 名词 | 单数:主格 имидж,属格 имиджа,与格 имиджу,宾格 имидж,工具格 имиджем,前格 об имидже;复数:主格 имиджи,属格 имиджей,与格 имиджам,宾格 имиджи,工具格 имиджами,前格 об имиджах
[348] иммунитет | 名词 | 单数:主格 иммунитет,属格 иммунитета,与格 иммунитету,宾格 иммунитет,工具格 иммунитетом,前格 об иммунитете;复数:主格 иммунитеты,属格 иммунитетов,与格 иммунитетам,宾格 иммунитеты,工具格 иммунитетами,前格 об иммунитетах
[349] император | 名词 | 单数:主格 император,属格 императора,与格 императору,宾格 императора,工具格 императором,前格 об императоре;复数:主格 императоры,属格 императоров,与格 императорам,宾格 императоров,工具格 императорами,前格 об императорах
[350] имя | 名词 | 单数:主格 имя,属格 имени,与格 имени,宾格 имя,工具格 именем,前格 об имени;复数:主格 имена,属格 имён,与格 именам,宾格 имена,工具格 именами,前格 об именах
[351] инвалид | 名词 | 单数:主格 инвалид,属格 инвалида,与格 инвалиду,宾格 инвалида,工具格 инвалидом,前格 об инвалиде;复数:主格 инвалиды,属格 инвалидов,与格 инвалидам,宾格 инвалидов,工具格 инвалидами,前格 об инвалидах
[352] инвестиция | 名词 | 单数:主格 инвестиция,属格 инвестиции,与格 инвестиции,宾格 инвестицию,工具格 инвестицией,前格 об инвестиции;复数:主格 инвестиции,属格 инвестиций,与格 инвестициям,宾格 инвестиции,工具格 инвестициями,前格 об инвестициях
[353] инженер | 名词 | 单数:主格 инженер,属格 инженера,与格 инженеру,宾格 инженера,工具格 инженером,前格 об инженере;复数:主格 инженеры,属格 инженеров,与格 инженерам,宾格 инженеров,工具格 инженерами,前格 об инженерах
[354] инициатива | 名词 | 单数:主格 инициатива,属格 инициативы,与格 инициативе,宾格 инициативу,工具格 инициативой,前格 об инициативе;复数:主格 инициативы,属格 инициатив,与格 инициативам,宾格 инициативы,工具格 инициативами,前格 об инициативах
[355] иностранец | 名词 | 单数:主格 иностранец,属格 иностранца,与格 иностранцу,宾格 иностранца,工具格 иностранцем,前格 об иностранце;复数:主格 иностранцы,属格 иностранцев,与格 иностранцам,宾格 иностранцев,工具格 иностранцами,前格 об иностранцах
[356] инспектор | 名词 | 单数:主格 инспектор,属格 инспектора,与格 инспектору,宾格 инспектора,工具格 инспектором,前格 об инспекторе;复数:主格 инспекторы,属格 инспекторов,与格 инспекторам,宾格 инспекторов,工具格 инспекторами,前格 об инспекторах
[357] институт | 名词 | 单数:主格 институт,属格 института,与格 институту,宾格 институт,工具格 институтом,前格 об институте;复数:主格 институты,属格 институтов,与格 институтам,宾格 институты,工具格 институтами,前格 об институтах
[358] интеллект | 名词 | 单数:主格 интеллект,属格 интеллекта,与格 интеллекту,宾格 интеллект,工具格 интеллектом,前格 об интеллекте;复数:主格 интеллекты,属格 интеллектов,与格 интеллектам,宾格 интеллекты,工具格 интеллектами,前格 об интеллектах
[359] интеллигент | 名词 | 单数:主格 интеллигент,属格 интеллигента,与格 интеллигенту,宾格 интеллигента,工具格 интеллигентом,前格 об интеллигенте;复数:主格 интеллигенты,属格 интеллигентов,与格 интеллигентам,宾格 интеллигентов,工具格 интеллигентами,前格 об интеллигентах
[360] интервью | 名词 | 单数:主格 интервью,属格 интервью,与格 интервью,宾格 интервью,工具格 интервью,前格 об интервью;复数:主格 интервью,属格 интервью,与格 интервью,宾格 интервью,工具格 интервью,前格 об интервью
[361] интерес | 名词 | 单数:主格 интерес,属格 интереса,与格 интересу,宾格 интерес,工具格 интересом,前格 об интересе;复数:主格 интересы,属格 интересов,与格 интересам,宾格 интересы,工具格 интересами,前格 об интересах
[362] интернет | 名词 | 单数:主格 интернет,属格 интернета,与格 интернету,宾格 интернет,工具格 интернетом,前格 об интернете;复数:主格 интернеты,属格 интернетов,与格 интернетам,宾格 интернеты,工具格 интернетами,前格 об интернетах
[363] интонация | 名词 | 单数:主格 интонация,属格 интонации,与格 интонации,宾格 интонацию,工具格 интонацией,前格 об интонации;复数:主格 интонации,属格 интонаций,与格 интонациям,宾格 интонации,工具格 интонациями,前格 об интонациях
[364] инфаркт | 名词 | 单数:主格 инфаркт,属格 инфаркта,与格 инфаркту,宾格 инфаркт,工具格 инфарктом,前格 об инфаркте;复数:主格 инфаркты,属格 инфарктов,与格 инфарктам,宾格 инфаркты,工具格 инфарктами,前格 об инфарктах
[365] информация | 名词 | 单数:主格 информация,属格 информации,与格 информации,宾格 информацию,工具格 информацией,前格 об информации;复数:主格 информации,属格 информаций,与格 информациям,宾格 информации,工具格 информациями,前格 об информациях
[366] ирония | 名词 | 单数:主格 ирония,属格 иронии,与格 иронии,宾格 иронию,工具格 иронией,前格 об иронии;复数:主格 иронии,属格 ироний,与格 ирониям,宾格 иронии,工具格 ирониями,前格 об ирониях
[367] искусство | 名词 | 单数:主格 искусство,属格 искусства,与格 искусству,宾格 искусство,工具格 искусством,前格 об искусстве;复数:主格 искусства,属格 искусств,与格 искусствам,宾格 искусства,工具格 искусствами,前格 об искусствах
[368] исследование | 名词 | 单数:主格 исследование,属格 исследования,与格 исследованию,宾格 исследование,工具格 исследованием,前格 об исследовании;复数:主格 исследования,属格 исследований,与格 исследованиям,宾格 исследования,工具格 исследованиями,前格 об исследованиях
[369] исследователь | 名词 | 单数:主格 исследователь,属格 исследователя,与格 исследователю,宾格 исследователя,工具格 исследователем,前格 об исследователе;复数:主格 исследователи,属格 исследователей,与格 исследователям,宾格 исследователей,工具格 исследователями,前格 об исследователях
[370] историк | 名词 | 单数:主格 историк,属格 историка,与格 историку,宾格 историка,工具格 историком,前格 об историке;复数:主格 историки,属格 историков,与格 историкам,宾格 историков,工具格 историками,前格 об историках
[371] история | 名词 | 单数:主格 история,属格 истории,与格 истории,宾格 историю,工具格 историей,前格 об истории;复数:主格 истории,属格 историй,与格 историям,宾格 истории,工具格 историями,前格 об историях
[372] июль | 名词 | 单数:主格 июль,属格 июля,与格 июлю,宾格 июль,工具格 июлем,前格 об июле;复数:主格 июли,属格 июлей,与格 июлям,宾格 июли,工具格 июлями,前格 об июлях
[373] камаз | 名词 | 单数:主格 камаз,属格 камаза,与格 камазу,宾格 камаз,工具格 камазом,前格 о камазе;复数:主格 камазы,属格 камазов,与格 камазам,宾格 камазы,工具格 камазами,前格 о камазах
[374] камень | 名词 | 单数:主格 камень,属格 камня,与格 камню,宾格 камень,工具格 камнем,前格 о камне;复数:主格 камни,属格 камней,与格 камням,宾格 камни,工具格 камнями,前格 о камнях
[375] кандидат | 名词 | 单数:主格 кандидат,属格 кандидата,与格 кандидату,宾格 кандидата,工具格 кандидатом,前格 о кандидате;复数:主格 кандидаты,属格 кандидатов,与格 кандидатам,宾格 кандидатов,工具格 кандидатами,前格 о кандидатах
[376] каникулы | 名词 | 单数:主格 каникулы,属格 каникулы,与格 каникулы,宾格 каникулы,工具格 каникулы,前格 о каникулы;复数:主格 каникулы,属格 каникул,与格 каникулам,宾格 каникулы,工具格 каникулами,前格 о каникулах
[377] карман | 名词 | 单数:主格 карман,属格 кармана,与格 карману,宾格 карман,工具格 карманом,前格 о кармане;复数:主格 карманы,属格 карманов,与格 карманам,宾格 карманы,工具格 карманами,前格 о карманах
[378] карточка | 名词 | 单数:主格 карточка,属格 карточки,与格 карточке,宾格 карточку,工具格 карточкой,前格 о карточке;复数:主格 карточки,属格 карточек,与格 карточкам,宾格 карточки,工具格 карточками,前格 о карточках
